PairNumber ParticipantNumber BlockNumber TrialNumber ExperimentalCondition PartPerformed ToneSequence JointAgencyRatings MeanSynchronizationPerformance SDSynchronizationPerformance
26 261 1 1 1 1 3 5 0.14428 0.087958
26 261 1 2 1 1 3 6 0.14712 0.1357
26 261 1 3 1 1 3 7 0.11465 0.096302
26 261 1 4 1 1 3 7 0.13514 0.10677
26 261 1 5 1 1 3 5 0.19571 0.11817
26 261 2 6 0 0 7 6 0.12782 0.086223
26 261 2 7 0 0 7 7 0.17373 0.11818
26 261 2 8 0 0 7 4 0.19594 0.16106
26 261 2 9 0 0 7 6 0.11403 0.087304
26 261 2 10 0 0 7 6 0.1911 0.15897
26 261 3 11 1 0 4 3 0.35237 0.24384
26 261 3 12 1 0 4 7 0.15006 0.11427
26 261 3 13 1 0 4 6 0.22284 0.12007
26 261 3 14 1 0 4 7 0.15667 0.094422
26 261 3 15 1 0 4 4 0.17754 0.10459
26 261 4 16 0 1 8 6 0.1403 0.10118
26 261 4 17 0 1 8 3 0.19674 0.12098
26 261 4 18 0 1 8 2 0.22153 0.21699
26 261 4 19 0 1 8 3 0.29877 0.25427
26 261 4 20 0 1 8 4 0.18193 0.11448
26 261 5 21 1 1 2 3 0.50321 0.46024
26 261 5 22 1 1 2 6 0.18662 0.096274
26 261 5 23 1 1 2 7 0.12856 0.08645
26 261 5 24 1 1 2 7 0.16946 0.078347
26 261 5 25 1 1 2 6 0.16159 0.11641
26 261 6 26 0 0 6 5 0.22389 0.097708
26 261 6 27 0 0 6 2 0.34466 0.22816
26 261 6 28 0 0 6 3 0.22794 0.22783
26 261 6 29 0 0 6 4 0.14836 0.14997
26 261 6 30 0 0 6 5 0.15838 0.11323
26 261 7 31 1 0 1 7 0.15472 0.094003
26 261 7 32 1 0 1 6 0.16327 0.11231
26 261 7 33 1 0 1 7 0.15914 0.13236
26 261 7 34 1 0 1 6 0.20944 0.11626
26 261 7 35 1 0 1 5 0.2448 0.1317
26 261 8 36 0 1 5 2 0.38192 0.22833
26 261 8 37 0 1 5 2 0.35751 0.14217
26 261 8 38 0 1 5 3 0.22683 0.17822
26 261 8 39 0 1 5 5 0.17591 0.098107
26 261 8 40 0 1 5 7 0.19172 0.102
26 262 1 1 1 0 3 5 0.14428 0.087958
26 262 1 2 1 0 3 6 0.14712 0.1357
26 262 1 3 1 0 3 6 0.11465 0.096302
26 262 1 4 1 0 3 7 0.13514 0.10677
26 262 1 5 1 0 3 7 0.19571 0.11817
26 262 2 6 0 1 7 4 0.12782 0.086223
26 262 2 7 0 1 7 5 0.17373 0.11818
26 262 2 8 0 1 7 5 0.19594 0.16106
26 262 2 9 0 1 7 6 0.11403 0.087304
26 262 2 10 0 1 7 7 0.1911 0.15897
26 262 3 11 1 1 4 5 0.35237 0.24384
26 262 3 12 1 1 4 7 0.15006 0.11427
26 262 3 13 1 1 4 5 0.22284 0.12007
26 262 3 14 1 1 4 7 0.15667 0.094422
26 262 3 15 1 1 4 6 0.17754 0.10459
26 262 4 16 0 0 8 6 0.1403 0.10118
26 262 4 17 0 0 8 5 0.19674 0.12098
26 262 4 18 0 0 8 4 0.22153 0.21699
26 262 4 19 0 0 8 5 0.29877 0.25427
26 262 4 20 0 0 8 6 0.18193 0.11448
26 262 5 21 1 0 2 3 0.50321 0.46024
26 262 5 22 1 0 2 5 0.18662 0.096274
26 262 5 23 1 0 2 6 0.12856 0.08645
26 262 5 24 1 0 2 7 0.16946 0.078347
26 262 5 25 1 0 2 6 0.16159 0.11641
26 262 6 26 0 1 6 6 0.22389 0.097708
26 262 6 27 0 1 6 5 0.34466 0.22816
26 262 6 28 0 1 6 5 0.22794 0.22783
26 262 6 29 0 1 6 6 0.14836 0.14997
26 262 6 30 0 1 6 5 0.15838 0.11323
26 262 7 31 1 1 1 6 0.15472 0.094003
26 262 7 32 1 1 1 6 0.16327 0.11231
26 262 7 33 1 1 1 6 0.15914 0.13236
26 262 7 34 1 1 1 5 0.20944 0.11626
26 262 7 35 1 1 1 6 0.2448 0.1317
26 262 8 36 0 0 5 2 0.38192 0.22833
26 262 8 37 0 0 5 4 0.35751 0.14217
26 262 8 38 0 0 5 5 0.22683 0.17822
26 262 8 39 0 0 5 6 0.17591 0.098107
26 262 8 40 0 0 5 5 0.19172 0.102
