onset	duration	trial_type
0.001	0	boundary
108.446	0	S 11
108.947	0	S105
110.403	0	S128
110.903	0	S128
111.403	0	S128
111.902	0	S128
112.403	0	S128
112.853	0	S  4
112.902	0	S128
113.403	0	S128
113.901	0	S128
114.07	0	S  4
114.403	0	S128
114.88	0	S  4
114.901	0	S128
115.401	0	S128
115.442	0	S128
115.904	0	S128
116.052	0	S  4
116.403	0	S128
116.826	0	S  4
116.901	0	S128
117.403	0	S128
117.471	0	S128
117.9	0	S128
118.402	0	S128
118.43	0	S128
118.9	0	S128
118.997	0	S  4
119.402	0	S128
119.491	0	S128
119.903	0	S128
120.402	0	S128
120.582	0	S  4
120.9	0	S128
121.222	0	S  4
121.402	0	S128
121.797	0	S  4
121.902	0	S128
122.401	0	S128
122.823	0	S  3
127.489	0	S 10
132.909	0	S 11
133.409	0	S105
134.867	0	S128
135.365	0	S128
135.864	0	S128
136.366	0	S128
136.865	0	S128
137.364	0	S128
137.865	0	S128
138.365	0	S128
138.866	0	S128
139.364	0	S128
139.866	0	S128
140.366	0	S128
140.866	0	S128
141.367	0	S128
141.866	0	S128
142.367	0	S128
142.866	0	S128
143.367	0	S128
143.855	0	S128
144.368	0	S128
144.866	0	S128
145.122	0	S  2
153.073	0	S 10
160.565	0	S 11
161.066	0	S105
162.522	0	S128
163.022	0	S128
163.522	0	S128
164.022	0	S128
164.373	0	S128
164.521	0	S128
164.782	0	S  4
165.084	0	S128
165.705	0	S  4
165.779	0	S128
166.292	0	S  4
166.673	0	S  4
166.859	0	S128
167.181	0	S  4
167.364	0	S128
167.746	0	S  4
167.778	0	S128
168.249	0	S128
168.329	0	S  4
169.333	0	S128
169.413	0	S  4
169.804	0	S128
169.947	0	S  4
170.275	0	S128
170.577	0	S  4
171.337	0	S128
172.008	0	S  4
172.503	0	S128
172.613	0	S  4
173.102	0	S  4
173.217	0	S128
174.204	0	S  3
174.591	0	S  2
187.337	0	S 11
196.164	0	S 11
196.665	0	S105
198.122	0	S128
198.621	0	S128
199.122	0	S128
