PairNumber ParticipantNumber BlockNumber TrialNumber ExperimentalCondition PartPerformed ToneSequence JointAgencyRatings MeanSynchronizationPerformance SDSynchronizationPerformance
24 241 1 1 0 1 6 4 1.0222 0.20285
24 241 1 2 0 1 6 4 1.1631 0.39334
24 241 1 3 0 1 6 6 0.16506 0.13637
24 241 1 4 0 1 6 6 0.17211 0.092941
24 241 1 5 0 1 6 5 0.78504 0.23172
24 241 2 6 1 0 2 4 0.94582 0.10507
24 241 2 7 1 0 2 4 0.9008 0.30077
24 241 2 8 1 0 2 6 0.17106 0.041299
24 241 2 9 1 0 2 6 0.16368 0.11761
24 241 2 10 1 0 2 7 0.13906 0.11876
24 241 3 11 0 0 7 5 0.14357 0.11934
24 241 3 12 0 0 7 6 0.15107 0.10712
24 241 3 13 0 0 7 6 0.10845 0.061481
24 241 3 14 0 0 7 5 0.14343 0.12198
24 241 3 15 0 0 7 6 0.11118 0.11188
24 241 4 16 1 1 3 5 0.0886 0.057742
24 241 4 17 1 1 3 7 0.089185 0.049489
24 241 4 18 1 1 3 6 0.12381 0.083078
24 241 4 19 1 1 3 7 0.082597 0.074242
24 241 4 20 1 1 3 6 0.1335 0.090298
24 241 5 21 0 1 5 6 0.10607 0.071186
24 241 5 22 0 1 5 6 0.073325 0.052225
24 241 5 23 0 1 5 7 0.087052 0.058613
24 241 5 24 0 1 5 6 0.071837 0.06624
24 241 5 25 0 1 5 6 0.08535 0.068258
24 241 6 26 1 0 1 5 0.11437 0.063995
24 241 6 27 1 0 1 5 0.19642 0.088949
24 241 6 28 1 0 1 6 0.14249 0.097071
24 241 6 29 1 0 1 6 0.096575 0.070216
24 241 6 30 1 0 1 7 0.093313 0.066672
24 241 7 31 0 0 8 6 0.13752 0.10267
24 241 7 32 0 0 8 6 0.10246 0.077477
24 241 7 33 0 0 8 7 0.073984 0.045081
24 241 7 34 0 0 8 5 0.13831 0.097105
24 241 7 35 0 0 8 6 0.14418 0.12199
24 241 8 36 1 1 4 5 0.1553 0.093835
24 241 8 37 1 1 4 6 0.094749 0.05593
24 241 8 38 1 1 4 6 0.12031 0.091356
24 241 8 39 1 1 4 7 0.086527 0.067239
24 241 8 40 1 1 4 7 0.071891 0.055049
24 242 1 1 0 0 6 4 1.0222 0.20285
24 242 1 2 0 0 6 5 1.1631 0.39334
24 242 1 3 0 0 6 5 0.16506 0.13637
24 242 1 4 0 0 6 5 0.17211 0.092941
24 242 1 5 0 0 6 6 0.78504 0.23172
24 242 2 6 1 1 2 6 0.94582 0.10507
24 242 2 7 1 1 2 4 0.9008 0.30077
24 242 2 8 1 1 2 6 0.17106 0.041299
24 242 2 9 1 1 2 5 0.16368 0.11761
24 242 2 10 1 1 2 6 0.13906 0.11876
24 242 3 11 0 1 7 6 0.14357 0.11934
24 242 3 12 0 1 7 5 0.15107 0.10712
24 242 3 13 0 1 7 5 0.10845 0.061481
24 242 3 14 0 1 7 6 0.14343 0.12198
24 242 3 15 0 1 7 5 0.11118 0.11188
24 242 4 16 1 0 3 7 0.0886 0.057742
24 242 4 17 1 0 3 7 0.089185 0.049489
24 242 4 18 1 0 3 6 0.12381 0.083078
24 242 4 19 1 0 3 7 0.082597 0.074242
24 242 4 20 1 0 3 7 0.1335 0.090298
24 242 5 21 0 0 5 6 0.10607 0.071186
24 242 5 22 0 0 5 5 0.073325 0.052225
24 242 5 23 0 0 5 6 0.087052 0.058613
24 242 5 24 0 0 5 6 0.071837 0.06624
24 242 5 25 0 0 5 5 0.08535 0.068258
24 242 6 26 1 1 1 7 0.11437 0.063995
24 242 6 27 1 1 1 7 0.19642 0.088949
24 242 6 28 1 1 1 7 0.14249 0.097071
24 242 6 29 1 1 1 7 0.096575 0.070216
24 242 6 30 1 1 1 7 0.093313 0.066672
24 242 7 31 0 1 8 5 0.13752 0.10267
24 242 7 32 0 1 8 5 0.10246 0.077477
24 242 7 33 0 1 8 5 0.073984 0.045081
24 242 7 34 0 1 8 3 0.13831 0.097105
24 242 7 35 0 1 8 4 0.14418 0.12199
24 242 8 36 1 0 4 5 0.1553 0.093835
24 242 8 37 1 0 4 6 0.094749 0.05593
24 242 8 38 1 0 4 6 0.12031 0.091356
24 242 8 39 1 0 4 7 0.086527 0.067239
24 242 8 40 1 0 4 7 0.071891 0.055049
