PairNumber ParticipantNumber BlockNumber TrialNumber ExperimentalCondition PartPerformed ToneSequence JointAgencyRatings MeanSynchronizationPerformance SDSynchronizationPerformance
25 251 1 1 1 0 3 3 1.8199 0.66895
25 251 1 2 1 0 3 2 0.65157 0.27847
25 251 1 3 1 0 3 4 0.24276 0.19481
25 251 1 4 1 0 3 5 0.18261 0.12697
25 251 1 5 1 0 3 6 0.25659 0.14134
25 251 2 6 0 1 7 6 0.84907 0.56939
25 251 2 7 0 1 7 5 0.57292 0.40567
25 251 2 8 0 1 7 4 0.63978 0.56015
25 251 2 9 0 1 7 5 1.9191 1.0811
25 251 2 10 0 1 7 6 0.46492 0.44221
25 251 3 11 1 1 4 5 1.0757 0.84824
25 251 3 12 1 1 4 6 0.62992 0.45658
25 251 3 13 1 1 4 5 1.3314 0.54908
25 251 3 14 1 1 4 7 0.1281 0.11291
25 251 3 15 1 1 4 6 0.31281 0.14955
25 251 4 16 0 0 8 5 0.38126 0.18922
25 251 4 17 0 0 8 6 0.49892 0.20368
25 251 4 18 0 0 8 6 0.19786 0.14453
25 251 4 19 0 0 8 7 0.48498 0.40381
25 251 4 20 0 0 8 7 0.22183 0.13967
25 251 5 21 1 0 2 6 0.78925 0.39947
25 251 5 22 1 0 2 4 0.66073 0.48141
25 251 5 23 1 0 2 6 0.27984 0.20887
25 251 5 24 1 0 2 7 0.19463 0.12309
25 251 5 25 1 0 2 5 1.4666 0.71899
25 251 6 26 0 1 6 6 0.92347 0.60533
25 251 6 27 0 1 6 6 0.34768 0.20084
25 251 6 28 0 1 6 6 0.64868 0.24569
25 251 6 29 0 1 6 6 0.64663 0.46325
25 251 6 30 0 1 6 7 0.1702 0.11751
25 251 7 31 1 1 1 3 1.3136 1.9058
25 251 7 32 1 1 1 4 0.90224 0.7746
25 251 7 33 1 1 1 5 0.38305 0.36112
25 251 7 34 1 1 1 6 0.4093 0.13917
25 251 7 35 1 1 1 7 0.24245 0.16147
25 251 8 36 0 0 5 6 0.1685 0.083608
25 251 8 37 0 0 5 6 0.80621 0.16334
25 251 8 38 0 0 5 7 0.18629 0.092359
25 251 8 39 0 0 5 7 0.28808 0.22407
25 251 8 40 0 0 5 6 0.40131 0.21073
25 252 1 1 1 1 3 4 1.8199 0.66895
25 252 1 2 1 1 3 5 0.65157 0.27847
25 252 1 3 1 1 3 6 0.24276 0.19481
25 252 1 4 1 1 3 6 0.18261 0.12697
25 252 1 5 1 1 3 3 0.25659 0.14134
25 252 2 6 0 0 7 2 0.84907 0.56939
25 252 2 7 0 0 7 4 0.57292 0.40567
25 252 2 8 0 0 7 3 0.63978 0.56015
25 252 2 9 0 0 7 4 1.9191 1.0811
25 252 2 10 0 0 7 4 0.46492 0.44221
25 252 3 11 1 0 4 4 1.0757 0.84824
25 252 3 12 1 0 4 5 0.62992 0.45658
25 252 3 13 1 0 4 3 1.3314 0.54908
25 252 3 14 1 0 4 7 0.1281 0.11291
25 252 3 15 1 0 4 6 0.31281 0.14955
25 252 4 16 0 1 8 5 0.38126 0.18922
25 252 4 17 0 1 8 4 0.49892 0.20368
25 252 4 18 0 1 8 5 0.19786 0.14453
25 252 4 19 0 1 8 3 0.48498 0.40381
25 252 4 20 0 1 8 5 0.22183 0.13967
25 252 5 21 1 1 2 5 0.78925 0.39947
25 252 5 22 1 1 2 4 0.66073 0.48141
25 252 5 23 1 1 2 6 0.27984 0.20887
25 252 5 24 1 1 2 6 0.19463 0.12309
25 252 5 25 1 1 2 3 1.4666 0.71899
25 252 6 26 0 0 6 2 0.92347 0.60533
25 252 6 27 0 0 6 4 0.34768 0.20084
25 252 6 28 0 0 6 3 0.64868 0.24569
25 252 6 29 0 0 6 5 0.64663 0.46325
25 252 6 30 0 0 6 6 0.1702 0.11751
25 252 7 31 1 0 1 2 1.3136 1.9058
25 252 7 32 1 0 1 2 0.90224 0.7746
25 252 7 33 1 0 1 3 0.38305 0.36112
25 252 7 34 1 0 1 4 0.4093 0.13917
25 252 7 35 1 0 1 7 0.24245 0.16147
25 252 8 36 0 1 5 5 0.1685 0.083608
25 252 8 37 0 1 5 4 0.80621 0.16334
25 252 8 38 0 1 5 6 0.18629 0.092359
25 252 8 39 0 1 5 6 0.28808 0.22407
25 252 8 40 0 1 5 4 0.40131 0.21073
