PairNumber ParticipantNumber BlockNumber TrialNumber ExperimentalCondition PartPerformed ToneSequence JointAgencyRatings MeanSynchronizationPerformance SDSynchronizationPerformance
23 231 1 1 0 0 6 3 0.13476 0.10801
23 231 1 2 0 0 6 5 0.07266 0.060638
23 231 1 3 0 0 6 7 0.054097 0.042302
23 231 1 4 0 0 6 7 0.065024 0.050345
23 231 1 5 0 0 6 6 0.087387 0.046159
23 231 2 6 1 1 2 4 0.11748 0.077583
23 231 2 7 1 1 2 4 0.15652 0.11289
23 231 2 8 1 1 2 5 0.092623 0.062783
23 231 2 9 1 1 2 6 0.097866 0.074415
23 231 2 10 1 1 2 5 0.12509 0.07004
23 231 3 11 0 1 7 4 0.13528 0.073619
23 231 3 12 0 1 7 4 0.15858 0.086404
23 231 3 13 0 1 7 5 0.10714 0.087247
23 231 3 14 0 1 7 5 0.13963 0.10696
23 231 3 15 0 1 7 6 0.094479 0.085534
23 231 4 16 1 0 3 5 0.097418 0.07035
23 231 4 17 1 0 3 5 0.10497 0.094303
23 231 4 18 1 0 3 5 0.11862 0.10866
23 231 4 19 1 0 3 6 0.093593 0.075432
23 231 4 20 1 0 3 6 0.1054 0.064897
23 231 5 21 0 0 5 4 0.091319 0.09347
23 231 5 22 0 0 5 4 0.10115 0.06105
23 231 5 23 0 0 5 5 0.10127 0.080516
23 231 5 24 0 0 5 6 0.074824 0.063031
23 231 5 25 0 0 5 7 0.073118 0.049821
23 231 6 26 1 1 1 4 0.13469 0.10461
23 231 6 27 1 1 1 5 0.12276 0.086982
23 231 6 28 1 1 1 4 0.17831 0.12963
23 231 6 29 1 1 1 5 0.088047 0.075522
23 231 6 30 1 1 1 7 0.058933 0.046435
23 231 7 31 0 1 8 6 0.051415 0.055609
23 231 7 32 0 1 8 5 0.1137 0.077871
23 231 7 33 0 1 8 5 0.088116 0.072341
23 231 7 34 0 1 8 5 0.093672 0.067242
23 231 7 35 0 1 8 6 0.065345 0.032578
23 231 8 36 1 0 4 3 0.10465 0.066169
23 231 8 37 1 0 4 5 0.082879 0.056133
23 231 8 38 1 0 4 4 0.11471 0.082479
23 231 8 39 1 0 4 6 0.1004 0.064591
23 231 8 40 1 0 4 6 0.09541 0.059697
23 232 1 1 0 1 6 4 0.13476 0.10801
23 232 1 2 0 1 6 7 0.07266 0.060638
23 232 1 3 0 1 6 6 0.054097 0.042302
23 232 1 4 0 1 6 7 0.065024 0.050345
23 232 1 5 0 1 6 6 0.087387 0.046159
23 232 2 6 1 0 2 5 0.11748 0.077583
23 232 2 7 1 0 2 6 0.15652 0.11289
23 232 2 8 1 0 2 7 0.092623 0.062783
23 232 2 9 1 0 2 6 0.097866 0.074415
23 232 2 10 1 0 2 6 0.12509 0.07004
23 232 3 11 0 0 7 4 0.13528 0.073619
23 232 3 12 0 0 7 5 0.15858 0.086404
23 232 3 13 0 0 7 5 0.10714 0.087247
23 232 3 14 0 0 7 3 0.13963 0.10696
23 232 3 15 0 0 7 6 0.094479 0.085534
23 232 4 16 1 1 3 4 0.097418 0.07035
23 232 4 17 1 1 3 5 0.10497 0.094303
23 232 4 18 1 1 3 5 0.11862 0.10866
23 232 4 19 1 1 3 6 0.093593 0.075432
23 232 4 20 1 1 3 6 0.1054 0.064897
23 232 5 21 0 1 5 4 0.091319 0.09347
23 232 5 22 0 1 5 5 0.10115 0.06105
23 232 5 23 0 1 5 5 0.10127 0.080516
23 232 5 24 0 1 5 7 0.074824 0.063031
23 232 5 25 0 1 5 7 0.073118 0.049821
23 232 6 26 1 0 1 6 0.13469 0.10461
23 232 6 27 1 0 1 6 0.12276 0.086982
23 232 6 28 1 0 1 5 0.17831 0.12963
23 232 6 29 1 0 1 6 0.088047 0.075522
23 232 6 30 1 0 1 7 0.058933 0.046435
23 232 7 31 0 0 8 6 0.051415 0.055609
23 232 7 32 0 0 8 6 0.1137 0.077871
23 232 7 33 0 0 8 6 0.088116 0.072341
23 232 7 34 0 0 8 5 0.093672 0.067242
23 232 7 35 0 0 8 7 0.065345 0.032578
23 232 8 36 1 1 4 5 0.10465 0.066169
23 232 8 37 1 1 4 5 0.082879 0.056133
23 232 8 38 1 1 4 4 0.11471 0.082479
23 232 8 39 1 1 4 6 0.1004 0.064591
23 232 8 40 1 1 4 6 0.09541 0.059697
