PairNumber ParticipantNumber BlockNumber TrialNumber ExperimentalCondition PartPerformed ToneSequence JointAgencyRatings MeanSynchronizationPerformance SDSynchronizationPerformance
18 181 1 1 1 1 1 5 0.21242 0.25091
18 181 1 2 1 1 1 5 0.1882 0.18904
18 181 1 3 1 1 1 6 0.12441 0.070165
18 181 1 4 1 1 1 5 0.21006 0.16116
18 181 1 5 1 1 1 4 0.41394 0.4004
18 181 2 6 0 0 5 6 0.14054 0.10736
18 181 2 7 0 0 5 6 0.12671 0.09226
18 181 2 8 0 0 5 6 0.18013 0.1202
18 181 2 9 0 0 5 5 0.15666 0.13874
18 181 2 10 0 0 5 5 0.1867 0.15079
18 181 3 11 1 0 2 6 0.16396 0.15049
18 181 3 12 1 0 2 6 0.15235 0.11994
18 181 3 13 1 0 2 6 0.17542 0.14428
18 181 3 14 1 0 2 6 0.099512 0.077159
18 181 3 15 1 0 2 6 0.16885 0.14775
18 181 4 16 0 1 6 3 0.24018 0.23342
18 181 4 17 0 1 6 6 0.13049 0.12891
18 181 4 18 0 1 6 6 0.14073 0.072406
18 181 4 19 0 1 6 6 0.1428 0.082044
18 181 4 20 0 1 6 3 0.22625 0.14902
18 181 5 21 1 1 4 4 0.18311 0.23022
18 181 5 22 1 1 4 6 0.10038 0.066176
18 181 5 23 1 1 4 5 0.13054 0.08428
18 181 5 24 1 1 4 5 0.24784 0.14734
18 181 5 25 1 1 4 6 0.19576 0.11467
18 181 6 26 0 0 8 6 0.088655 0.087097
18 181 6 27 0 0 8 5 0.14296 0.1225
18 181 6 28 0 0 8 3 0.19622 0.18563
18 181 6 29 0 0 8 6 0.11186 0.087985
18 181 6 30 0 0 8 5 0.10468 0.10651
18 181 7 31 1 0 3 4 0.1909 0.20582
18 181 7 32 1 0 3 5 0.14508 0.16256
18 181 7 33 1 0 3 5 0.15973 0.13181
18 181 7 34 1 0 3 6 0.11769 0.074096
18 181 7 35 1 0 3 7 0.10264 0.093897
18 181 8 36 0 1 7 4 0.17821 0.12271
18 181 8 37 0 1 7 6 0.11447 0.083402
18 181 8 38 0 1 7 2 0.40802 0.67647
18 181 8 39 0 1 7 4 0.19636 0.2048
18 181 8 40 0 1 7 5 0.091631 0.066181
18 182 1 1 1 0 1 4 0.21242 0.25091
18 182 1 2 1 0 1 3 0.1882 0.18904
18 182 1 3 1 0 1 3 0.12441 0.070165
18 182 1 4 1 0 1 4 0.21006 0.16116
18 182 1 5 1 0 1 3 0.41394 0.4004
18 182 2 6 0 1 5 4 0.14054 0.10736
18 182 2 7 0 1 5 5 0.12671 0.09226
18 182 2 8 0 1 5 4 0.18013 0.1202
18 182 2 9 0 1 5 3 0.15666 0.13874
18 182 2 10 0 1 5 1 0.1867 0.15079
18 182 3 11 1 1 2 3 0.16396 0.15049
18 182 3 12 1 1 2 5 0.15235 0.11994
18 182 3 13 1 1 2 5 0.17542 0.14428
18 182 3 14 1 1 2 5 0.099512 0.077159
18 182 3 15 1 1 2 4 0.16885 0.14775
18 182 4 16 0 0 6 1 0.24018 0.23342
18 182 4 17 0 0 6 4 0.13049 0.12891
18 182 4 18 0 0 6 4 0.14073 0.072406
18 182 4 19 0 0 6 5 0.1428 0.082044
18 182 4 20 0 0 6 4 0.22625 0.14902
18 182 5 21 1 0 4 4 0.18311 0.23022
18 182 5 22 1 0 4 4 0.10038 0.066176
18 182 5 23 1 0 4 5 0.13054 0.08428
18 182 5 24 1 0 4 2 0.24784 0.14734
18 182 5 25 1 0 4 4 0.19576 0.11467
18 182 6 26 0 1 8 6 0.088655 0.087097
18 182 6 27 0 1 8 3 0.14296 0.1225
18 182 6 28 0 1 8 2 0.19622 0.18563
18 182 6 29 0 1 8 5 0.11186 0.087985
18 182 6 30 0 1 8 5 0.10468 0.10651
18 182 7 31 1 1 3 4 0.1909 0.20582
18 182 7 32 1 1 3 6 0.14508 0.16256
18 182 7 33 1 1 3 5 0.15973 0.13181
18 182 7 34 1 1 3 6 0.11769 0.074096
18 182 7 35 1 1 3 6 0.10264 0.093897
18 182 8 36 0 0 7 4 0.17821 0.12271
18 182 8 37 0 0 7 6 0.11447 0.083402
18 182 8 38 0 0 7 4 0.40802 0.67647
18 182 8 39 0 0 7 3 0.19636 0.2048
18 182 8 40 0 0 7 6 0.091631 0.066181
