PairNumber ParticipantNumber BlockNumber TrialNumber ExperimentalCondition PartPerformed ToneSequence JointAgencyRatings MeanSynchronizationPerformance SDSynchronizationPerformance
12 121 1 1 0 1 7 4 0.16742 0.11925
12 121 1 2 0 1 7 5 0.22263 0.13512
12 121 1 3 0 1 7 6 0.13333 0.10355
12 121 1 4 0 1 7 4 0.34758 0.21978
12 121 1 5 0 1 7 6 0.11582 0.091729
12 121 2 6 1 0 3 4 0.37438 0.26548
12 121 2 7 1 0 3 4 0.25486 0.12822
12 121 2 8 1 0 3 3 0.37535 0.23529
12 121 2 9 1 0 3 4 0.32391 0.14627
12 121 2 10 1 0 3 5 0.36102 0.35698
12 121 3 11 0 0 8 5 0.20442 0.15471
12 121 3 12 0 0 8 7 0.089144 0.055717
12 121 3 13 0 0 8 7 0.11685 0.094849
12 121 3 14 0 0 8 5 0.18086 0.1049
12 121 3 15 0 0 8 5 0.81736 0.25551
12 121 4 16 1 1 4 5 0.15156 0.10012
12 121 4 17 1 1 4 5 0.18163 0.10551
12 121 4 18 1 1 4 7 0.099902 0.08868
12 121 4 19 1 1 4 7 0.084887 0.062842
12 121 4 20 1 1 4 6 0.15495 0.15389
12 121 5 21 0 1 6 4 0.19774 0.17445
12 121 5 22 0 1 6 4 0.22834 0.14027
12 121 5 23 0 1 6 6 0.092372 0.057629
12 121 5 24 0 1 6 6 0.09637 0.076249
12 121 5 25 0 1 6 5 0.45443 0.31975
12 121 6 26 1 0 2 4 0.2513 0.11777
12 121 6 27 1 0 2 7 0.079324 0.058625
12 121 6 28 1 0 2 4 0.31659 0.19876
12 121 6 29 1 0 2 4 0.41834 0.32033
12 121 6 30 1 0 2 6 0.1039 0.0845
12 121 7 31 0 0 5 4 0.21159 0.086945
12 121 7 32 0 0 5 5 0.11633 0.095227
12 121 7 33 0 0 5 5 0.17155 0.11228
12 121 7 34 0 0 5 6 0.13382 0.11079
12 121 7 35 0 0 5 5 0.19646 0.14
12 121 8 36 1 1 1 6 0.15475 0.11024
12 121 8 37 1 1 1 5 0.15581 0.13685
12 121 8 38 1 1 1 5 0.24036 0.18378
12 121 8 39 1 1 1 6 0.23074 0.16302
12 121 8 40 1 1 1 3 0.66809 0.47477
12 122 1 1 0 0 7 4 0.16742 0.11925
12 122 1 2 0 0 7 6 0.22263 0.13512
12 122 1 3 0 0 7 6 0.13333 0.10355
12 122 1 4 0 0 7 5 0.34758 0.21978
12 122 1 5 0 0 7 7 0.11582 0.091729
12 122 2 6 1 1 3 3 0.37438 0.26548
12 122 2 7 1 1 3 5 0.25486 0.12822
12 122 2 8 1 1 3 4 0.37535 0.23529
12 122 2 9 1 1 3 5 0.32391 0.14627
12 122 2 10 1 1 3 6 0.36102 0.35698
12 122 3 11 0 1 8 5 0.20442 0.15471
12 122 3 12 0 1 8 7 0.089144 0.055717
12 122 3 13 0 1 8 7 0.11685 0.094849
12 122 3 14 0 1 8 6 0.18086 0.1049
12 122 3 15 0 1 8 6 0.81736 0.25551
12 122 4 16 1 0 4 5 0.15156 0.10012
12 122 4 17 1 0 4 6 0.18163 0.10551
12 122 4 18 1 0 4 7 0.099902 0.08868
12 122 4 19 1 0 4 7 0.084887 0.062842
12 122 4 20 1 0 4 6 0.15495 0.15389
12 122 5 21 0 0 6 4 0.19774 0.17445
12 122 5 22 0 0 6 4 0.22834 0.14027
12 122 5 23 0 0 6 5 0.092372 0.057629
12 122 5 24 0 0 6 6 0.09637 0.076249
12 122 5 25 0 0 6 4 0.45443 0.31975
12 122 6 26 1 1 2 5 0.2513 0.11777
12 122 6 27 1 1 2 6 0.079324 0.058625
12 122 6 28 1 1 2 5 0.31659 0.19876
12 122 6 29 1 1 2 4 0.41834 0.32033
12 122 6 30 1 1 2 7 0.1039 0.0845
12 122 7 31 0 1 5 5 0.21159 0.086945
12 122 7 32 0 1 5 6 0.11633 0.095227
12 122 7 33 0 1 5 5 0.17155 0.11228
12 122 7 34 0 1 5 6 0.13382 0.11079
12 122 7 35 0 1 5 6 0.19646 0.14
12 122 8 36 1 0 1 7 0.15475 0.11024
12 122 8 37 1 0 1 6 0.15581 0.13685
12 122 8 38 1 0 1 6 0.24036 0.18378
12 122 8 39 1 0 1 7 0.23074 0.16302
12 122 8 40 1 0 1 2 0.66809 0.47477
