PairNumber ParticipantNumber BlockNumber TrialNumber ExperimentalCondition PartPerformed ToneSequence JointAgencyRatings MeanSynchronizationPerformance SDSynchronizationPerformance
4 41 1 1 0 1 5 4 0.30571 0.17762
4 41 1 2 0 1 5 7 0.17228 0.096527
4 41 1 3 0 1 5 6 0.12293 0.13936
4 41 1 4 0 1 5 6 0.12023 0.1162
4 41 1 5 0 1 5 5 0.39 0.23548
4 41 2 6 1 0 1 6 0.15881 0.083861
4 41 2 7 1 0 1 4 0.23729 0.15602
4 41 2 8 1 0 1 5 0.13076 0.080863
4 41 2 9 1 0 1 5 0.22208 0.16829
4 41 2 10 1 0 1 6 0.17113 0.12044
4 41 3 11 0 0 6 5 0.098582 0.073922
4 41 3 12 0 0 6 5 0.2041 0.16229
4 41 3 13 0 0 6 7 0.20915 0.12659
4 41 3 14 0 0 6 5 0.22735 0.15704
4 41 3 15 0 0 6 7 0.096104 0.058627
4 41 4 16 1 1 2 3 0.2691 0.19246
4 41 4 17 1 1 2 5 0.14934 0.08472
4 41 4 18 1 1 2 5 0.1865 0.1161
4 41 4 19 1 1 2 6 0.17373 0.16997
4 41 4 20 1 1 2 5 0.23058 0.17805
4 41 5 21 0 1 8 4 0.17723 0.09335
4 41 5 22 0 1 8 4 0.17327 0.14156
4 41 5 23 0 1 8 3 0.31339 0.17196
4 41 5 24 0 1 8 4 0.29865 0.34248
4 41 5 25 0 1 8 4 0.33299 0.17878
4 41 6 26 1 0 4 3 0.2323 0.17012
4 41 6 27 1 0 4 6 0.11228 0.088733
4 41 6 28 1 0 4 5 0.12609 0.087728
4 41 6 29 1 0 4 6 0.15846 0.089967
4 41 6 30 1 0 4 4 0.368 0.31751
4 41 7 31 0 0 7 5 0.15907 0.12609
4 41 7 32 0 0 7 4 0.22603 0.12077
4 41 7 33 0 0 7 5 0.24592 0.16355
4 41 7 34 0 0 7 7 0.12035 0.093994
4 41 7 35 0 0 7 6 0.19852 0.19507
4 41 8 36 1 1 3 5 0.20816 0.16949
4 41 8 37 1 1 3 5 0.10703 0.10022
4 41 8 38 1 1 3 4 0.17027 0.14891
4 41 8 39 1 1 3 5 0.12112 0.081469
4 41 8 40 1 1 3 6 0.16796 0.10321
4 42 1 1 0 0 5 3 0.30571 0.17762
4 42 1 2 0 0 5 6 0.17228 0.096527
4 42 1 3 0 0 5 6 0.12293 0.13936
4 42 1 4 0 0 5 6 0.12023 0.1162
4 42 1 5 0 0 5 3 0.39 0.23548
4 42 2 6 1 1 1 5 0.15881 0.083861
4 42 2 7 1 1 1 5 0.23729 0.15602
4 42 2 8 1 1 1 6 0.13076 0.080863
4 42 2 9 1 1 1 4 0.22208 0.16829
4 42 2 10 1 1 1 5 0.17113 0.12044
4 42 3 11 0 1 6 5 0.098582 0.073922
4 42 3 12 0 1 6 3 0.2041 0.16229
4 42 3 13 0 1 6 3 0.20915 0.12659
4 42 3 14 0 1 6 3 0.22735 0.15704
4 42 3 15 0 1 6 5 0.096104 0.058627
4 42 4 16 1 0 2 2 0.2691 0.19246
4 42 4 17 1 0 2 4 0.14934 0.08472
4 42 4 18 1 0 2 4 0.1865 0.1161
4 42 4 19 1 0 2 5 0.17373 0.16997
4 42 4 20 1 0 2 6 0.23058 0.17805
4 42 5 21 0 0 8 4 0.17723 0.09335
4 42 5 22 0 0 8 5 0.17327 0.14156
4 42 5 23 0 0 8 3 0.31339 0.17196
4 42 5 24 0 0 8 4 0.29865 0.34248
4 42 5 25 0 0 8 4 0.33299 0.17878
4 42 6 26 1 1 4 4 0.2323 0.17012
4 42 6 27 1 1 4 6 0.11228 0.088733
4 42 6 28 1 1 4 7 0.12609 0.087728
4 42 6 29 1 1 4 6 0.15846 0.089967
4 42 6 30 1 1 4 2 0.368 0.31751
4 42 7 31 0 1 7 3 0.15907 0.12609
4 42 7 32 0 1 7 5 0.22603 0.12077
4 42 7 33 0 1 7 3 0.24592 0.16355
4 42 7 34 0 1 7 6 0.12035 0.093994
4 42 7 35 0 1 7 4 0.19852 0.19507
4 42 8 36 1 0 3 5 0.20816 0.16949
4 42 8 37 1 0 3 7 0.10703 0.10022
4 42 8 38 1 0 3 6 0.17027 0.14891
4 42 8 39 1 0 3 6 0.12112 0.081469
4 42 8 40 1 0 3 6 0.16796 0.10321
