PairNumber ParticipantNumber BlockNumber TrialNumber ExperimentalCondition PartPerformed ToneSequence JointAgencyRatings MeanSynchronizationPerformance SDSynchronizationPerformance
21 211 1 1 1 0 2 1 1.43 0.56996
21 211 1 2 1 0 2 3 0.49224 0.24214
21 211 1 3 1 0 2 5 0.30195 0.15656
21 211 1 4 1 0 2 4 0.67691 0.42746
21 211 1 5 1 0 2 5 0.32985 0.22117
21 211 2 6 0 1 6 4 0.82995 0.39244
21 211 2 7 0 1 6 4 0.48915 0.61323
21 211 2 8 0 1 6 3 0.61715 0.35348
21 211 2 9 0 1 6 3 0.64827 0.3355
21 211 2 10 0 1 6 2 1.2274 0.90203
21 211 3 11 1 1 3 3 0.30189 0.24342
21 211 3 12 1 1 3 2 0.39312 0.33325
21 211 3 13 1 1 3 2 0.55853 0.46316
21 211 3 14 1 1 3 2 0.57837 0.5602
21 211 3 15 1 1 3 1 3.0319 5.8985
21 211 4 16 0 0 7 4 0.24469 0.25468
21 211 4 17 0 0 7 2 0.58163 0.36207
21 211 4 18 0 0 7 1 1.2543 0.68479
21 211 4 19 0 0 7 1 0.98942 0.54829
21 211 4 20 0 0 7 1 2.3142 1.1432
21 211 5 21 1 0 1 2 0.70985 0.45016
21 211 5 22 1 0 1 2 0.68608 0.4668
21 211 5 23 1 0 1 5 0.1891 0.16555
21 211 5 24 1 0 1 4 0.47081 0.41313
21 211 5 25 1 0 1 5 0.21986 0.15291
21 211 6 26 0 1 5 2 0.83345 0.6604
21 211 6 27 0 1 5 1 0.62869 0.3931
21 211 6 28 0 1 5 1 1.4549 0.70723
21 211 6 29 0 1 5 1 0.47668 0.25722
21 211 6 30 0 1 5 1 0.70533 0.48303
21 211 7 31 1 1 4 4 0.46574 0.40405
21 211 7 32 1 1 4 2 0.72645 0.58856
21 211 7 33 1 1 4 2 0.76515 0.45409
21 211 7 34 1 1 4 1 0.96148 0.39266
21 211 7 35 1 1 4 1 0.39847 0.36537
21 211 8 36 0 0 8 2 0.85802 0.62686
21 211 8 37 0 0 8 4 0.22157 0.15294
21 211 8 38 0 0 8 3 0.28921 0.25259
21 211 8 39 0 0 8 2 0.6304 0.23135
21 211 8 40 0 0 8 1 0.3173 0.27783
21 212 1 1 1 1 2 1 1.43 0.56996
21 212 1 2 1 1 2 4 0.49224 0.24214
21 212 1 3 1 1 2 3 0.30195 0.15656
21 212 1 4 1 1 2 4 0.67691 0.42746
21 212 1 5 1 1 2 4 0.32985 0.22117
21 212 2 6 0 0 6 5 0.82995 0.39244
21 212 2 7 0 0 6 5 0.48915 0.61323
21 212 2 8 0 0 6 4 0.61715 0.35348
21 212 2 9 0 0 6 3 0.64827 0.3355
21 212 2 10 0 0 6 3 1.2274 0.90203
21 212 3 11 1 0 3 4 0.30189 0.24342
21 212 3 12 1 0 3 3 0.39312 0.33325
21 212 3 13 1 0 3 2 0.55853 0.46316
21 212 3 14 1 0 3 3 0.57837 0.5602
21 212 3 15 1 0 3 1 3.0319 5.8985
21 212 4 16 0 1 7 3 0.24469 0.25468
21 212 4 17 0 1 7 2 0.58163 0.36207
21 212 4 18 0 1 7 3 1.2543 0.68479
21 212 4 19 0 1 7 2 0.98942 0.54829
21 212 4 20 0 1 7 1 2.3142 1.1432
21 212 5 21 1 1 1 3 0.70985 0.45016
21 212 5 22 1 1 1 2 0.68608 0.4668
21 212 5 23 1 1 1 6 0.1891 0.16555
21 212 5 24 1 1 1 5 0.47081 0.41313
21 212 5 25 1 1 1 6 0.21986 0.15291
21 212 6 26 0 0 5 4 0.83345 0.6604
21 212 6 27 0 0 5 3 0.62869 0.3931
21 212 6 28 0 0 5 3 1.4549 0.70723
21 212 6 29 0 0 5 3 0.47668 0.25722
21 212 6 30 0 0 5 3 0.70533 0.48303
21 212 7 31 1 0 4 2 0.46574 0.40405
21 212 7 32 1 0 4 1 0.72645 0.58856
21 212 7 33 1 0 4 2 0.76515 0.45409
21 212 7 34 1 0 4 3 0.96148 0.39266
21 212 7 35 1 0 4 3 0.39847 0.36537
21 212 8 36 0 1 8 4 0.85802 0.62686
21 212 8 37 0 1 8 4 0.22157 0.15294
21 212 8 38 0 1 8 3 0.28921 0.25259
21 212 8 39 0 1 8 1 0.6304 0.23135
21 212 8 40 0 1 8 3 0.3173 0.27783
