PairNumber ParticipantNumber BlockNumber TrialNumber ExperimentalCondition PartPerformed ToneSequence JointAgencyRatings MeanSynchronizationPerformance SDSynchronizationPerformance
7 71 1 1 0 0 6 5 0.18735 0.15814
7 71 1 2 0 0 6 6 0.13834 0.089337
7 71 1 3 0 0 6 6 0.13898 0.11779
7 71 1 4 0 0 6 6 0.1812 0.11306
7 71 1 5 0 0 6 6 0.15755 0.11633
7 71 2 6 1 1 2 5 0.75779 0.57413
7 71 2 7 1 1 2 5 0.33007 0.19378
7 71 2 8 1 1 2 5 0.24551 0.16455
7 71 2 9 1 1 2 5 0.28659 0.13439
7 71 2 10 1 1 2 6 0.4067 0.22673
7 71 3 11 0 1 7 4 0.52156 0.32711
7 71 3 12 0 1 7 2 0.36913 0.22795
7 71 3 13 0 1 7 3 0.57478 0.53033
7 71 3 14 0 1 7 5 0.19989 0.094101
7 71 3 15 0 1 7 2 0.5284 0.43159
7 71 4 16 1 0 3 6 0.17796 0.14362
7 71 4 17 1 0 3 6 0.14963 0.10695
7 71 4 18 1 0 3 7 0.12815 0.09726
7 71 4 19 1 0 3 6 0.24211 0.14314
7 71 4 20 1 0 3 7 0.20452 0.13232
7 71 5 21 0 0 5 6 0.19053 0.13736
7 71 5 22 0 0 5 7 0.19807 0.15355
7 71 5 23 0 0 5 7 0.16578 0.11841
7 71 5 24 0 0 5 7 0.1399 0.10354
7 71 5 25 0 0 5 7 0.18775 0.10212
7 71 6 26 1 1 1 5 0.39383 0.2378
7 71 6 27 1 1 1 4 0.47728 0.35016
7 71 6 28 1 1 1 5 0.27464 0.20035
7 71 6 29 1 1 1 2 0.88001 0.35299
7 71 6 30 1 1 1 2 0.82568 0.36181
7 71 7 31 0 1 8 6 0.1875 0.15552
7 71 7 32 0 1 8 3 0.45271 0.18959
7 71 7 33 0 1 8 3 0.39071 0.26686
7 71 7 34 0 1 8 5 0.24346 0.14985
7 71 7 35 0 1 8 6 0.14935 0.11767
7 71 8 36 1 0 4 4 0.31501 0.22092
7 71 8 37 1 0 4 6 0.21797 0.14466
7 71 8 38 1 0 4 6 0.14259 0.092897
7 71 8 39 1 0 4 6 0.1626 0.12574
7 71 8 40 1 0 4 6 0.20087 0.13838
7 72 1 1 0 1 6 7 0.18735 0.15814
7 72 1 2 0 1 6 7 0.13834 0.089337
7 72 1 3 0 1 6 7 0.13898 0.11779
7 72 1 4 0 1 6 5 0.1812 0.11306
7 72 1 5 0 1 6 6 0.15755 0.11633
7 72 2 6 1 0 2 1 0.75779 0.57413
7 72 2 7 1 0 2 6 0.33007 0.19378
7 72 2 8 1 0 2 3 0.24551 0.16455
7 72 2 9 1 0 2 5 0.28659 0.13439
7 72 2 10 1 0 2 6 0.4067 0.22673
7 72 3 11 0 0 7 5 0.52156 0.32711
7 72 3 12 0 0 7 4 0.36913 0.22795
7 72 3 13 0 0 7 3 0.57478 0.53033
7 72 3 14 0 0 7 6 0.19989 0.094101
7 72 3 15 0 0 7 4 0.5284 0.43159
7 72 4 16 1 1 3 6 0.17796 0.14362
7 72 4 17 1 1 3 6 0.14963 0.10695
7 72 4 18 1 1 3 6 0.12815 0.09726
7 72 4 19 1 1 3 6 0.24211 0.14314
7 72 4 20 1 1 3 6 0.20452 0.13232
7 72 5 21 0 1 5 6 0.19053 0.13736
7 72 5 22 0 1 5 5 0.19807 0.15355
7 72 5 23 0 1 5 5 0.16578 0.11841
7 72 5 24 0 1 5 5 0.1399 0.10354
7 72 5 25 0 1 5 6 0.18775 0.10212
7 72 6 26 1 0 1 5 0.39383 0.2378
7 72 6 27 1 0 1 5 0.47728 0.35016
7 72 6 28 1 0 1 6 0.27464 0.20035
7 72 6 29 1 0 1 5 0.88001 0.35299
7 72 6 30 1 0 1 5 0.82568 0.36181
7 72 7 31 0 0 8 5 0.1875 0.15552
7 72 7 32 0 0 8 6 0.45271 0.18959
7 72 7 33 0 0 8 5 0.39071 0.26686
7 72 7 34 0 0 8 6 0.24346 0.14985
7 72 7 35 0 0 8 6 0.14935 0.11767
7 72 8 36 1 1 4 5 0.31501 0.22092
7 72 8 37 1 1 4 6 0.21797 0.14466
7 72 8 38 1 1 4 6 0.14259 0.092897
7 72 8 39 1 1 4 5 0.1626 0.12574
7 72 8 40 1 1 4 7 0.20087 0.13838
