PairNumber ParticipantNumber BlockNumber TrialNumber ExperimentalCondition PartPerformed ToneSequence JointAgencyRatings MeanSynchronizationPerformance SDSynchronizationPerformance
8 81 1 1 0 1 6 3 0.1349 0.11699
8 81 1 2 0 1 6 4 0.13004 0.093753
8 81 1 3 0 1 6 4 0.2103 0.11279
8 81 1 4 0 1 6 5 0.19755 0.15103
8 81 1 5 0 1 6 3 0.17266 0.12267
8 81 2 6 1 0 2 4 0.27393 0.18542
8 81 2 7 1 0 2 4 0.26746 0.18865
8 81 2 8 1 0 2 3 0.41875 0.45167
8 81 2 9 1 0 2 4 1.2832 0.65543
8 81 2 10 1 0 2 5 0.3956 0.18046
8 81 3 11 0 0 7 4 0.40317 0.30677
8 81 3 12 0 0 7 4 0.38481 0.21364
8 81 3 13 0 0 7 5 0.25557 0.17982
8 81 3 14 0 0 7 6 0.1212 0.1056
8 81 3 15 0 0 7 3 0.25074 0.15001
8 81 4 16 1 1 3 4 0.17287 0.15555
8 81 4 17 1 1 3 5 0.23136 0.13511
8 81 4 18 1 1 3 4 0.23567 0.13074
8 81 4 19 1 1 3 5 0.23052 0.12153
8 81 4 20 1 1 3 6 0.11903 0.087615
8 81 5 21 0 1 5 4 0.10089 0.093106
8 81 5 22 0 1 5 5 0.13505 0.12013
8 81 5 23 0 1 5 4 0.13935 0.12185
8 81 5 24 0 1 5 4 0.11545 0.073575
8 81 5 25 0 1 5 5 0.14814 0.11662
8 81 6 26 1 0 1 3 0.33289 0.23848
8 81 6 27 1 0 1 4 0.30107 0.18981
8 81 6 28 1 0 1 5 0.27377 0.1736
8 81 6 29 1 0 1 5 0.15532 0.12835
8 81 6 30 1 0 1 5 0.24621 0.15358
8 81 7 31 0 0 8 4 0.23227 0.14148
8 81 7 32 0 0 8 4 0.17517 0.1091
8 81 7 33 0 0 8 3 0.26599 0.14715
8 81 7 34 0 0 8 4 0.11435 0.10238
8 81 7 35 0 0 8 5 0.19472 0.096553
8 81 8 36 1 1 4 3 0.23401 0.16559
8 81 8 37 1 1 4 4 0.16482 0.12453
8 81 8 38 1 1 4 4 0.20928 0.15562
8 81 8 39 1 1 4 5 0.11054 0.11221
8 81 8 40 1 1 4 4 0.14374 0.1212
8 82 1 1 0 0 6 6 0.1349 0.11699
8 82 1 2 0 0 6 5 0.13004 0.093753
8 82 1 3 0 0 6 5 0.2103 0.11279
8 82 1 4 0 0 6 5 0.19755 0.15103
8 82 1 5 0 0 6 5 0.17266 0.12267
8 82 2 6 1 1 2 5 0.27393 0.18542
8 82 2 7 1 1 2 4 0.26746 0.18865
8 82 2 8 1 1 2 3 0.41875 0.45167
8 82 2 9 1 1 2 2 1.2832 0.65543
8 82 2 10 1 1 2 3 0.3956 0.18046
8 82 3 11 0 1 7 3 0.40317 0.30677
8 82 3 12 0 1 7 3 0.38481 0.21364
8 82 3 13 0 1 7 4 0.25557 0.17982
8 82 3 14 0 1 7 5 0.1212 0.1056
8 82 3 15 0 1 7 3 0.25074 0.15001
8 82 4 16 1 0 3 4 0.17287 0.15555
8 82 4 17 1 0 3 3 0.23136 0.13511
8 82 4 18 1 0 3 4 0.23567 0.13074
8 82 4 19 1 0 3 4 0.23052 0.12153
8 82 4 20 1 0 3 5 0.11903 0.087615
8 82 5 21 0 0 5 5 0.10089 0.093106
8 82 5 22 0 0 5 4 0.13505 0.12013
8 82 5 23 0 0 5 4 0.13935 0.12185
8 82 5 24 0 0 5 5 0.11545 0.073575
8 82 5 25 0 0 5 4 0.14814 0.11662
8 82 6 26 1 1 1 3 0.33289 0.23848
8 82 6 27 1 1 1 3 0.30107 0.18981
8 82 6 28 1 1 1 4 0.27377 0.1736
8 82 6 29 1 1 1 3 0.15532 0.12835
8 82 6 30 1 1 1 4 0.24621 0.15358
8 82 7 31 0 1 8 3 0.23227 0.14148
8 82 7 32 0 1 8 4 0.17517 0.1091
8 82 7 33 0 1 8 3 0.26599 0.14715
8 82 7 34 0 1 8 4 0.11435 0.10238
8 82 7 35 0 1 8 4 0.19472 0.096553
8 82 8 36 1 0 4 3 0.23401 0.16559
8 82 8 37 1 0 4 4 0.16482 0.12453
8 82 8 38 1 0 4 3 0.20928 0.15562
8 82 8 39 1 0 4 5 0.11054 0.11221
8 82 8 40 1 0 4 5 0.14374 0.1212
